Entry	Reviewed	Entry Name	Protein names	Gene Names	Organism	Length	PubMed ID
Q9H7Z6	reviewed	KAT8_HUMAN	Histone acetyltransferase KAT8 (EC 2.3.1.48) (Lysine acetyltransferase 8) (MOZ, YBF2/SAS3, SAS2 and TIP60 protein 1) (MYST-1) (hMOF)	KAT8 MOF MYST1 PP7073	Homo sapiens (Human)	458	14702039; 15616553; 15489334; 10786633; 15498874; 17974005; 12397079; 15960975; 15923642; 16227571; 16543150; 19413330; 19608861; 20018852; 20620954; 22814378; 23186163; 30224647; 31794431; 21691301; 21217699; 22547026; 22020126
Q9H8M9	reviewed	EVA1A_HUMAN	Protein eva-1 homolog A (Protein FAM176A) (Transmembrane protein 166)	EVA1A FAM176A TMEM166 SP24	Homo sapiens (Human)	152	14702039; 15498874; 15815621; 15489334; 17492404; 19029833; 26091039
Q9H992	reviewed	MARH7_HUMAN	E3 ubiquitin-protein ligase MARCHF7 (EC 2.3.2.27) (Axotrophin) (Membrane-associated RING finger protein 7) (Membrane-associated RING-CH protein VII) (MARCH-VII) (RING finger protein 177) (RING-type E3 ubiquitin transferase MARCHF7)	MARCHF7 AXOT MARCH7 RNF177	Homo sapiens (Human)	704	14702039; 15815621; 15489334; 15670816; 16868077; 18669648; 22814378; 23186163; 24275569; 25594175; 31270356; 37632749
Q9HA65	reviewed	TBC17_HUMAN	TBC1 domain family member 17	TBC1D17	Homo sapiens (Human)	648	19077034; 14702039; 15057824; 15489334; 20068231; 22854040; 24275569; 24752605
Q9HAD4	reviewed	WDR41_HUMAN	WD repeat-containing protein 41	WDR41 MSTP048	Homo sapiens (Human)	459	14702039; 15372022; 15489334; 17974005; 27193190; 27103069; 27617292; 28195531; 32303654
Q9HB90	reviewed	RRAGC_HUMAN	Ras-related GTP-binding protein C (Rag C) (RagC) (EC 3.6.5.-) (GTPase-interacting protein 2) (TIB929)	RRAGC	Homo sapiens (Human)	399	11145883; 11073942; 16710414; 15489334; 14702039; 14660641; 18497260; 20381137; 20068231; 21269460; 22575674; 23186163; 24095279; 25259925; 24275569; 25561175; 25567906; 32612235; 28935770; 29590090; 31704029; 31601764; 31601708; 31672913; 32868926; 35338845; 36103527; 36697823; 27234373; 26691987
Q9HBF4	reviewed	ZFYV1_HUMAN	Zinc finger FYVE domain-containing protein 1 (Double FYVE-containing protein 1) (SR3) (Tandem FYVE fingers-1)	ZFYVE1 DFCP1 KIAA1589 TAFF1 ZNFN2A1 PP10436	Homo sapiens (Human)	777	11024279; 11739631; 11256955; 10997877; 14702039; 12508121; 15489334; 15498874; 22178386; 25876663; 31293035; 30970241; 33499712; 35551511
Q9HC29	reviewed	NOD2_HUMAN	Nucleotide-binding oligomerization domain-containing protein 2 (Caspase recruitment domain-containing protein 15) (Inflammatory bowel disease protein 1)	NOD2 CARD15	Homo sapiens (Human)	1040	11087742; 11385576; 20698950; 14570728; 12514169; 12527755; 12871942; 12626759; 15044951; 15998797; 16203728; 17355968; 18511561; 19592251; 19701189; 20637199; 21887730; 22857257; 22700971; 23019338; 22829933; 23376921; 23711367; 23806334; 23322906; 24960071; 25093298; 24790089; 25891078; 26369908; 27007849; 27283905; 27812135; 27748583; 23300079; 28436939; 30279485; 30478312; 30559449; 31649195; 33942347; 34293401; 35066577; 36221902; 36002575; 11385577; 11528384; 15024686; 15198989; 15459013; 15812565; 16485124; 19479837; 19116920; 19359344; 19169908; 20199415; 21914217; 25692065; 25724124; 26070941; 34251956
Q9HCE0	reviewed	EPG5_HUMAN	Ectopic P granules protein 5 homolog	EPG5 KIAA1632	Homo sapiens (Human)	2579	16177791; 10997877; 14702039; 15489334; 20550938; 23186163; 29130391; 16959974; 23222957; 25331754; 26917586; 27343256; 28168853
Q9HCE7	reviewed	SMUF1_HUMAN	E3 ubiquitin-protein ligase SMURF1 (hSMURF1) (EC 2.3.2.26) (HECT-type E3 ubiquitin transferase SMURF1) (SMAD ubiquitination regulatory factor 1) (SMAD-specific E3 ubiquitin-protein ligase 1)	SMURF1 KIAA1625	Homo sapiens (Human)	757	10997877; 12853948; 12690205; 15489334; 10458166; 11163210; 19937093; 21572392; 21791611; 23087404; 23999003; 23186163; 21402695
Q9HD26	reviewed	GOPC_HUMAN	Golgi-associated PDZ and coiled-coil motif-containing protein (CFTR-associated ligand) (Fused in glioblastoma) (PDZ protein interacting specifically with TC10) (PIST)	GOPC CAL FIG	Homo sapiens (Human)	462	11162552; 11384996; 11707463; 14574404; 15489334; 12661006; 15144186; 14570915; 15317815; 15358775; 15546864; 15951434; 21269460; 22223895; 22814378; 23818989; 16882988
Q9HD36	reviewed	B2L10_HUMAN	Bcl-2-like protein 10 (Bcl2-L-10) (Anti-apoptotic protein Boo) (Anti-apoptotic protein NrH) (Apoptosis regulator Bcl-B)	BCL2L10 BCL-B BCLB BOO DIVA	Homo sapiens (Human)	204	11689480; 11278245; 16572171; 15489334; 11593390; 17532299; 19255499; 21705382; 22498477; 22233804; 23563182; 27995898; 34245648; 23235460
Q9HD42	reviewed	CHM1A_HUMAN	Charged multivesicular body protein 1a (Chromatin-modifying protein 1a) (CHMP1a) (Vacuolar protein sorting-associated protein 46-1) (Vps46-1) (hVps46-1)	CHMP1A CHMP1 KIAA0047 PCOLN3 PRSM1	Homo sapiens (Human)	196	8863740; 11559747; 7584044; 15616553; 15489334; 11559748; 14505570; 14519844; 19413330; 19129480; 19129479; 21269460; 23023333; 23186163; 24275569; 17928862; 23045692
Q9NNW5	reviewed	WDR6_HUMAN	tRNA (34-2'-O)-methyltransferase regulator WDR6 (WD repeat-containing protein 6)	WDR6	Homo sapiens (Human)	1121	10903905; 14702039; 16641997; 15489334; 17974005; 17216128; 22354037; 22223895; 32558197; 33771871
Q9NQ11	reviewed	AT132_HUMAN	Polyamine-transporting ATPase 13A2 (EC 7.6.2.-)	ATP13A2 PARK9	Homo sapiens (Human)	1180	14702039; 16710414; 15489334; 17974005; 22186024; 16964263; 23186163; 24603074; 25392495; 26134396; 31132336; 30538141; 31996848; 17485642; 18413573; 19015489; 19085912; 20683840; 21542062; 20853184; 22388936; 22296644; 22768177; 27278822; 27217339; 28137957; 29903538
Q9NQ88	reviewed	TIGAR_HUMAN	Fructose-2,6-bisphosphatase TIGAR (EC 3.1.3.46) (TP53-induced glycolysis and apoptosis regulator) (TP53-induced glycolysis regulatory phosphatase)	TIGAR C12orf5	Homo sapiens (Human)	270	11062477; 14702039; 15489334; 16140933; 16839880; 17525332; 19713938; 19015259; 19608861; 21269460; 21820150; 22887998; 23185017; 23817040; 23726973; 25928429
Q9NQC3	reviewed	RTN4_HUMAN	Reticulon-4 (Foocen) (Neurite outgrowth inhibitor) (Nogo protein) (Neuroendocrine-specific protein) (NSP) (Neuroendocrine-specific protein C homolog) (RTN-x) (Reticulon-5)	RTN4 KIAA0886 NOGO My043 SP1507	Homo sapiens (Human)	1192	10773680; 10667780; 11126360; 11866689; 12488097; 10048485; 11042152; 15498874; 15815621; 15489334; 10667797; 11201742; 11891768; 12811824; 15034570; 15286784; 17081983; 16965550; 16979658; 16835300; 19052207; 18691976; 18669648; 19413330; 19665976; 19369195; 19690332; 19608861; 19699797; 20068231; 21183689; 21269460; 21406692; 22223895; 22814378; 23186163; 24262037; 24275569; 25612671; 25944712; 27619977; 26906412; 27786289; 32075961; 33826365; 16877707; 16959974
Q9NQL2	reviewed	RRAGD_HUMAN	Ras-related GTP-binding protein D (Rag D) (RagD) (EC 3.6.5.-)	RRAGD	Homo sapiens (Human)	400	11073942; 14702039; 14574404; 17974005; 15489334; 14660641; 18497260; 20381137; 22575674; 24095279; 25259925; 25561175; 25567906; 32612235; 34607910
Q9NR19	reviewed	ACSA_HUMAN	Acetyl-coenzyme A synthetase, cytoplasmic (EC 6.2.1.1) (Acetate--CoA ligase) (Acetyl-CoA synthetase) (ACS) (AceCS) (Acetyl-CoA synthetase 1) (AceCS1) (Acyl-CoA synthetase short-chain family member 2) (Acyl-activating enzyme) (Propionate--CoA ligase) (EC 6.2.1.17)	ACSS2 ACAS2	Homo sapiens (Human)	701	10843999; 14702039; 11780052; 15489334; 18088087; 18669648; 19413330; 19608861; 20068231; 21269460; 23186163; 24275569; 28003429; 28552616
Q9NR96	reviewed	TLR9_HUMAN	Toll-like receptor 9 (CD antigen CD289)	TLR9 UNQ5798/PRO19605	Homo sapiens (Human)	1032	11022119; 11022120; 11130078; 18810425; 19924287; 12975309; 15489334; 11564765; 17932028; 20865800; 23857366; 16959974
Q9NRR5	reviewed	UBQL4_HUMAN	Ubiquilin-4 (Ataxin-1 interacting ubiquitin-like protein) (A1Up) (Ataxin-1 ubiquitin-like-interacting protein A1U) (Connexin43-interacting protein of 75 kDa) (CIP75)	UBQLN4 C1orf6 CIP75 UBIN	Homo sapiens (Human)	601	11001934; 14702039; 16710414; 15489334; 10575211; 15280365; 17525332; 18307982; 20702650; 20068231; 21269460; 23459205; 23186163; 24674348; 24275569; 27113755; 28112733; 28463112; 29666234; 30612738; 34245648
Q9NRW7	reviewed	VPS45_HUMAN	Vacuolar protein sorting-associated protein 45 (h-VPS45) (hlVps45)	VPS45 VPS45A VPS45B	Homo sapiens (Human)	570	8996080; 10404641; 14702039; 16710414; 15489334; 11062261; 11788822; 21269460; 23186163; 24275569; 23738510
Q9NSK7	reviewed	CS012_HUMAN	Protein C19orf12	C19orf12	Homo sapiens (Human)	152	14702039; 15057824; 15489334; 17974005; 23521069; 21981780; 22584950; 22508347; 22704260; 23278385; 23269600; 23857908; 26136767; 25592411; 26187298
Q9NT62	reviewed	ATG3_HUMAN	Ubiquitin-like-conjugating enzyme ATG3 (EC 2.3.2.-) (Autophagy-related protein 3) (APG3-like) (hApg3) (Protein PC3-96)	ATG3 APG3 APG3L	Homo sapiens (Human)	314	11825910; 17974005; 16641997; 15489334; 14702039; 12207896; 12890687; 15144186; 15592455; 16704426; 19413330; 19342671; 21269460; 22644571; 22170151; 22223895; 24186333; 26043688; 29142222; 33446636; 24191030; 37252361
Q9NTJ5	reviewed	SAC1_HUMAN	Phosphatidylinositol-3-phosphatase SAC1 (EC 3.1.3.64) (Phosphatidylinositol-4-phosphate phosphatase) (Suppressor of actin mutations 1-like protein)	SACM1L KIAA0851 SAC1	Homo sapiens (Human)	587	11352561; 10048485; 11230166; 14702039; 16641997; 15489334; 19608861; 21269460; 24209621; 24275569; 25944712; 27044890; 29461204; 31806350; 30659099
Q9NTK1	reviewed	DEPP1_HUMAN	Protein DEPP1 (Decidual protein induced by progesterone) (Fasting-induced gene protein) (FIG)	DEPP1 C10orf10 DEPP FIG	Homo sapiens (Human)	212	16123073; 11230166; 14702039; 15164054; 15489334; 21510935; 24530860; 25261981; 28545464
Q9NV64	reviewed	TM39A_HUMAN	Transmembrane protein 39A	TMEM39A SUSR2	Homo sapiens (Human)	488	14702039; 15489334; 16959974; 28133515; 31849860; 31806350
Q9NWF9	reviewed	RN216_HUMAN	E3 ubiquitin-protein ligase RNF216 (EC 2.3.2.27) (RING finger protein 216) (RING-type E3 ubiquitin transferase RNF216) (Triad domain-containing protein 3) (Ubiquitin-conjugating enzyme 7-interacting protein 1) (Zinc finger protein inhibiting NF-kappa-B)	RNF216 TRIAD3 UBCE7IP1 ZIN	Homo sapiens (Human)	866	11854271; 15107846; 17974005; 12853948; 15489334; 14702039; 15367624; 19893624; 23186163; 24945773; 25484083; 25218447; 25772364; 25755297; 28112733; 34998453; 36631489; 23656588
Q9NXI6	reviewed	RN186_HUMAN	E3 ubiquitin-protein ligase RNF186 (EC 2.3.2.27) (RING finger protein 186)	RNF186	Homo sapiens (Human)	227	14702039; 16710414; 15489334; 23896122; 31586034; 33280498; 34623328
Q9NY64	reviewed	SL2A8_HUMAN	Solute carrier family 2, facilitated glucose transporter member 8 (Glucose transporter type 8) (GLUT-8) (Glucose transporter type X1)	SLC2A8 GLUT8 GLUTX1	Homo sapiens (Human)	477	10821868; 10671487; 15164053; 15489334; 21269460; 27922102
Q9NYA4	reviewed	MTMR4_HUMAN	Myotubularin-related protein 4 (EC 3.1.3.48) (FYVE domain-containing dual specificity protein phosphatase 2) (FYVE-DSP2) (Zinc finger FYVE domain-containing protein 11)	MTMR4 KIAA0647 ZFYVE11	Homo sapiens (Human)	1195	11302699; 9734811; 12168954; 16625196; 15489334; 23186163; 24275569
Q9NYJ8	reviewed	TAB2_HUMAN	TGF-beta-activated kinase 1 and MAP3K7-binding protein 2 (Mitogen-activated protein kinase kinase kinase 7-interacting protein 2) (TAK1-binding protein 2) (TAB-2) (TGF-beta-activated kinase 1-binding protein 2)	TAB2 KIAA0733 MAP3K7IP2	Homo sapiens (Human)	693	10882101; 9872452; 12168954; 14702039; 17974005; 14574404; 15489334; 11460167; 14633987; 15327770; 17449468; 18299187; 18079694; 18669648; 19521662; 19675569; 20493459; 20068231; 21269460; 22158122; 21512573; 23186163; 24275569; 24129315; 25412445; 24434549; 27445336; 33184450; 36681779; 19935683; 27426733
Q9NYY3	reviewed	PLK2_HUMAN	Serine/threonine-protein kinase PLK2 (EC 2.7.11.21) (Polo-like kinase 2) (PLK-2) (hPlk2) (Serine/threonine-protein kinase SNK) (hSNK) (Serum-inducible kinase)	PLK2 SNK	Homo sapiens (Human)	685	11696980; 15372022; 15489334; 11716500; 15242618; 16160013; 19001868; 18832181; 20531387; 20352051; 21340720; 20671765; 17344846
Q9NZ45	reviewed	CISD1_HUMAN	CDGSH iron-sulfur domain-containing protein 1 (Cysteine transaminase CISD1) (EC 2.6.1.3) (MitoNEET)	CISD1 C10orf70 ZCD1 MDS029	Homo sapiens (Human)	108	18047834; 14702039; 15489334; 17584744; 17376863; 19580816; 21269460; 21788481; 22814378; 23758282; 24275569; 25621951; 25944712; 36194135; 17905743; 17766440; 17766439
Q9NZC2	reviewed	TREM2_HUMAN	Triggering receptor expressed on myeloid cells 2 (TREM-2) (Triggering receptor expressed on monocytes 2)	TREM2	Homo sapiens (Human)	230	10799849; 15489334; 11602640; 12080485; 12925681; 15883308; 18957693; 25957402; 24078628; 24990881; 27589997; 27067662; 27477018; 28802038; 28855300; 28855301; 28768830; 30442540; 29752066; 29518356; 27995897; 29794134; 12754369; 23399524; 25615530; 29142083
Q9NZD2	reviewed	GLTP_HUMAN	Glycolipid transfer protein (GLTP)	GLTP	Homo sapiens (Human)	209	15287756; 18261224; 14702039; 15489334; 15504043; 17980653; 21269460; 15329726; 29164996; 17105344
Q9NZM5	reviewed	NOP53_HUMAN	Ribosome biogenesis protein NOP53 (Glioma tumor suppressor candidate region gene 2 protein) (Protein interacting with carboxyl terminus 1) (PICT-1) (p60)	NOP53 GLT GLTSCR2 PICT1	Homo sapiens (Human)	478	10708517; 15489334; 10196275; 17974005; 12429849; 15355975; 16971513; 18669648; 20042497; 21741933; 21167305; 22522597; 22292050; 22814378; 24120868; 23186163; 24923447; 24735870; 24556985; 25956029; 25818168; 26903295; 27729611; 27829214; 27824081; 27323397
Q9NZZ3	reviewed	CHMP5_HUMAN	Charged multivesicular body protein 5 (Chromatin-modifying protein 5) (SNF7 domain-containing protein 2) (Vacuolar protein sorting-associated protein 60) (Vps60) (hVps60)	CHMP5 C9orf83 SNF7DC2 CGI-34 HSPC177 PNAS-114 PNAS-2	Homo sapiens (Human)	219	10810093; 11042152; 14702039; 15164053; 15489334; 14519844; 15644320; 17853893; 17261583; 18669648; 20068231; 21269460; 21543490; 24275569; 27812135; 30061757; 22484091
Q9P0V3	reviewed	SH3B4_HUMAN	SH3 domain-binding protein 4 (EH-binding protein 10) (Transferrin receptor-trafficking protein)	SH3BP4 BOG25 EHB10 TTP	Homo sapiens (Human)	963	10644451; 16325581; 15815621; 15489334; 9303539; 15616480; 17081983; 18691976; 18669648; 20068231; 22575674; 23186163; 24275569; 30842330
Q9P1W9	reviewed	PIM2_HUMAN	Serine/threonine-protein kinase pim-2 (EC 2.7.11.1) (Pim-2h)	PIM2	Homo sapiens (Human)	311	9804974; 14702039; 15772651; 15489334; 16548883; 18593906; 18675992; 20307683; 19841674; 17344846
Q9P253	reviewed	VPS18_HUMAN	Vacuolar protein sorting-associated protein 18 homolog (hVPS18)	VPS18 KIAA1475	Homo sapiens (Human)	973	11250079; 10819331; 17974005; 15489334; 11382755; 17897319; 18552835; 18669648; 19608861; 20434987; 21269460; 21802320; 22223895; 22814378; 23434281; 23351085; 23186163; 23901104; 24554770; 25783203; 28325809; 16959974
Q9P275	reviewed	UBP36_HUMAN	Ubiquitin carboxyl-terminal hydrolase 36 (EC 2.3.2.-) (EC 3.4.19.12) (Deubiquitinating enzyme 36) (Ubiquitin thioesterase 36) (Ubiquitin-specific-processing protease 36)	USP36 KIAA1453	Homo sapiens (Human)	1123	10819331; 15489334; 14702039; 17974005; 12429849; 14715245; 17081983; 18669648; 19413330; 19208757; 19690332; 20068231; 21268071; 21406692; 22622177; 22902402; 23186163; 25775507; 27445338; 29274341; 29273634; 35989368; 36912080
Q9P278	reviewed	FNIP2_HUMAN	Folliculin-interacting protein 2 (FNIP1-like protein) (O6-methylguanine-induced apoptosis 1 protein)	FNIP2 FNIPL KIAA1450 MAPO1	Homo sapiens (Human)	1114	10819331; 15489334; 14702039; 18403135; 18663353; 19137017; 19690332; 23186163; 25126726; 27353360; 31704029; 31672913; 36103527
Q9P2H5	reviewed	UBP35_HUMAN	Ubiquitin carboxyl-terminal hydrolase 35 (EC 3.4.19.12) (Deubiquitinating enzyme 35) (Ubiquitin thioesterase 35) (Ubiquitin-specific-processing protease 35)	USP35 KIAA1372 USP34	Homo sapiens (Human)	1018	14715245; 10718198; 16554811; 18669648; 23186163; 25915564; 26348204; 29449677; 34438346; 37004621
Q9P2K8	reviewed	E2AK4_HUMAN	eIF-2-alpha kinase GCN2 (EC 2.7.11.1) (Eukaryotic translation initiation factor 2-alpha kinase 4) (GCN2-like protein)	EIF2AK4 GCN2 KIAA1338	Homo sapiens (Human)	1649	16572171; 15489334; 10718198; 17974005; 14702039; 10504407; 17081983; 18691976; 18669648; 19369195; 19608861; 20068231; 21269460; 21406692; 23186163; 24135949; 24292273; 24310610; 25329545; 26102367; 32610081; 17344846
Q9P2M4	reviewed	TBC14_HUMAN	TBC1 domain family member 14	TBC1D14 KIAA1322	Homo sapiens (Human)	693	19077034; 10718198; 15815621; 15489334; 17974005; 22613832; 23186163; 24275569; 26711178; 18186464
Q9P2Y5	reviewed	UVRAG_HUMAN	UV radiation resistance-associated gene protein (p63)	UVRAG	Homo sapiens (Human)	699	9169138; 10798355; 14702039; 16554811; 16799551; 17891140; 18843052; 18691976; 18552835; 18669648; 19050071; 19369195; 19270696; 19690332; 20643123; 20974968; 20068231; 22542840; 22354037; 22493499; 23954414; 23186163; 23878393; 24056303; 24275569; 24550300; 25533187; 27911840; 28306502
Q9UBN7	reviewed	HDAC6_HUMAN	Histone deacetylase 6 (HD6) (EC 3.5.1.98) (Protein deacetylase HDAC6) (EC 3.5.1.-) (Tubulin-lysine deacetylase HDAC6) (EC 3.5.1.-)	HDAC6 KIAA0901 JM21	Homo sapiens (Human)	1215	10220385; 10048485; 15772651; 15489334; 11533236; 11948178; 12032081; 12354939; 12024216; 12620231; 17604723; 17872950; 17846173; 17516032; 19081074; 19033385; 20102703; 19893491; 20308065; 23093407; 20181727; 21269460; 23186163; 24413532; 24687993; 24275569; 25422469; 26246421; 31505170; 31857589; 30538141
Q9UGI0	reviewed	ZRAN1_HUMAN	Ubiquitin thioesterase ZRANB1 (EC 3.4.19.12) (TRAF-binding domain-containing protein) (hTrabid) (Zinc finger Ran-binding domain-containing protein 1)	ZRANB1 TRABID	Homo sapiens (Human)	708	11463333; 14702039; 15164054; 17974005; 18281465; 21834987; 23827681; 25752573; 33637724; 22157957; 25752577
Q9UGI9	reviewed	AAKG3_HUMAN	5'-AMP-activated protein kinase subunit gamma-3 (AMPK gamma3) (AMPK subunit gamma-3)	PRKAG3 AMPKG3	Homo sapiens (Human)	489	10698692; 10818001; 15489334; 14722619; 17255938; 17307971; 17712357; 21460634; 24563466; 17878938
Q9UGJ0	reviewed	AAKG2_HUMAN	5'-AMP-activated protein kinase subunit gamma-2 (AMPK gamma2) (AMPK subunit gamma-2) (H91620p)	PRKAG2	Homo sapiens (Human)	569	10698692; 11112354; 14702039; 12853948; 15489334; 14722619; 17255938; 18691976; 19413330; 19369195; 21460634; 17307971; 17712357; 24563466; 24275569; 11748095; 11371514; 11407343; 11827995; 15877279
Q9UHD2	reviewed	TBK1_HUMAN	Serine/threonine-protein kinase TBK1 (EC 2.7.11.1) (NF-kappa-B-activating kinase) (T2K) (TANK-binding kinase 1)	TBK1 NAK	Homo sapiens (Human)	729	10581243; 10783893; 14702039; 15489334; 11839743; 14530355; 12692549; 12702806; 14560022; 14703513; 14739303; 15485837; 15489227; 15367631; 16281057; 15841462; 16155125; 17018283; 17599067; 18583960; 18636086; 18691976; 19419966; 19153231; 19369195; 19483718; 19416887; 20628368; 21145761; 20375222; 20174559; 21269460; 21447600; 21903422; 21813773; 21270402; 21931631; 21464307; 21617041; 21042276; 21138416; 19010780; 22750291; 22306015; 22851595; 22945920; 22388039; 23186163; 24478431; 24706939; 25943890; 25736436; 26513235; 25803835; 25636800; 27692986; 27103069; 26611359; 27776110; 28011935; 28848048; 28680969; 28871090; 28904192; 28373913; 29150432; 30354798; 29251827; 30021900; 31320558; 31530866; 32185393; 32979938; 31709703; 32404352; 33226137; 32366851; 34084167; 32466380; 37086853; 36802409; 23453971; 23453972; 23746807; 30842653; 17344846; 32972995
Q9UHD9	reviewed	UBQL2_HUMAN	Ubiquilin-2 (Chap1) (DSK2 homolog) (Protein linking IAP with cytoskeleton 2) (PLIC-2) (hPLIC-2) (Ubiquitin-like product Chap1/Dsk2)	UBQLN2 N4BP4 PLIC2 HRIHFB2157	Homo sapiens (Human)	624	10675567; 10983987; 15772651; 15489334; 17974005; 9853615; 16813565; 17098253; 18307982; 18199683; 19413330; 19148225; 20729634; 20529957; 21269460; 22628307; 22814378; 23541532; 23459205; 24674348; 24549040; 24589709; 24215460; 11827521; 21857683; 22892309; 22717235; 22560112; 25616961
