,Gene,Alphafold IDR Content,Length,Localization,HIPPIE Protein Counts
P15421,GYPE,35.9,78,['Membrane; Single-pass type I membrane protein'],0
P16415,ZNF823,23.0,610,['Nucleus'],5
P16562,CRISP2,9.9,243,['Secreted'],37
P17017,ZNF14,17.0,642,['Nucleus'],4
P20962,PTMS,100.0,102,None,68
P31275,HOXC12,82.3,282,['Nucleus'],5
P43359,MAGEA5P,100.0,124,None,0
P43362,MAGEA9,30.2,315,None,205
P43366,MAGEB1,40.1,347,None,6
P47881,OR3A1,7.0,315,['Cell membrane; Multi-pass membrane protein'],2
P47884,OR1D4,7.1,311,['Cell membrane; Multi-pass membrane protein'],0
P47890,OR1G1,4.5,313,['Cell membrane; Multi-pass membrane protein'],0
P47944,MT4,35.5,62,None,0
P48741,HSPA7,2.5,367,None,70
P51786,ZNF157,25.5,506,['Nucleus'],8
P51861,CDR1,91.6,262,None,6
P52740,ZNF132,35.4,706,['Nucleus'],1
P52743,ZNF137P,8.7,207,['Nucleus'],2
P52943,CRIP2,43.8,208,None,29
P55822,SH3BGR,59.4,239,None,7
P56749,CLDN12,22.1,244,"['Cell junction, tight junction', 'Cell membrane; Multi-pass membrane protein']",8
P57060,RWDD2B,10.7,319,None,29
P58170,OR1D5,7.7,312,['Cell membrane; Multi-pass membrane protein'],0
P58180,OR4D2,3.3,307,['Cell membrane; Multi-pass membrane protein'],4
P58181,OR10A3,5.7,314,['Cell membrane; Multi-pass membrane protein'],0
P58417,NXPH1,43.5,271,['Secreted'],23
P58511,SMIM11,100.0,58,['Membrane; Single-pass membrane protein'],0
P59536,TAS2R41,5.2,307,['Membrane; Multi-pass membrane protein'],19
P59539,TAS2R45,0.0,299,['Membrane; Multi-pass membrane protein'],0
P59541,TAS2R30,7.5,319,['Membrane; Multi-pass membrane protein'],0
P59544,TAS2R50,0.0,299,['Membrane; Multi-pass membrane protein'],1
P59551,TAS2R60,6.9,318,['Membrane; Multi-pass membrane protein'],3
P59646,FXYD4,78.7,89,"['Cell membrane; Single-pass type I membrane protein', 'Basolateral cell membrane; Single-pass type I membrane protein']",0
P59861,DEFB131A,68.6,70,['Secreted'],0
P59922,OR2B8P,5.8,312,['Cell membrane; Multi-pass membrane protein'],0
P60673,PFN3,0.0,137,"['Cytoplasm, cytoskeleton', 'Nucleus']",7
P60985,KRTDAP,100.0,99,['Secreted'],0
P61129,ZC3H6,90.6,1189,None,5
P61236,YPEL3,10.9,119,"['Nucleus, nucleolus']",114
P61570,ERVK-25,23.3,661,"['Virion', '[Transmembrane protein]: Cell membrane; Single-pass membrane protein']",0
P62502,LCN6,12.9,163,['Secreted'],62
P62685,ERVK-8,41.9,647,['Cell membrane; Lipid-anchor'],0
P63119,ERVK-21,20.5,156,None,0
P63120,ERVK-19,29.5,156,None,0
P63121,HERVK_113,29.5,156,None,0
P63124,HERV-K104,28.8,156,None,0
P63125,ERVK-25,31.4,156,None,0
P63127,ERVK-9,18.6,156,None,0
P78312,FAM193A,84.3,1265,None,49
P82664,MRPS10,45.3,201,['Mitochondrion'],198
P82909,KGD4,100.0,103,['Mitochondrion'],0
P84157,MXRA7,83.8,204,['Membrane; Single-pass membrane protein'],55
P86790,CCZ1B,3.3,482,['Lysosome membrane'],46
P98169,ZXDB,62.4,803,['Nucleus'],16
Q008S8,ECT2L,17.7,904,None,24
Q02325,PLGLB1,19.8,96,['Secreted'],0
Q03924,ZNF117,11.2,483,['Nucleus'],0
Q03938,ZNF90,17.6,601,['Nucleus'],1
Q05BV3,EML5,2.9,1969,"['Cytoplasm, cytoskeleton']",14
Q05DH4,FHIP1A,36.0,1040,None,0
Q06250,WT1-AS,42.4,92,None,11
Q075Z2,BSPH1,31.1,132,['Secreted'],0
Q08AF3,SLFN5,1.8,891,None,33
Q08AI6,SLC38A11,5.7,406,['Membrane; Multi-pass membrane protein'],0
Q08AN1,ZNF616,21.8,781,['Nucleus'],12
Q09MP3,RAD51AP2,92.1,1159,None,3
Q0P651,ABHD18,16.2,414,['Secreted'],0
Q0P6D2,DIPK1C,9.8,419,['Endoplasmic reticulum membrane; Single-pass type II membrane protein'],0
Q0P6D6,CCDC15,79.7,951,None,8
Q0VAA5,PLCXD2,10.8,305,['Nucleus'],5
Q0VAF6,SYCN,17.2,134,"['Zymogen granule membrane; Peripheral membrane protein; Lumenal side', 'Zymogen granule lumen']",6
Q0VDE8,ADIG,100.0,80,"['Membrane; Single-pass membrane protein', 'Nucleus']",0
Q0VDG4,SCRN3,0.0,424,None,12
Q0VG73,SCRN3,17.9,95,None,0
Q0VGE8,ZNF816,31.2,651,['Nucleus'],12
Q107X0,KLKP1,100.0,134,"['Cytoplasm', 'Nucleus']",1
Q13046,PSG7,8.8,419,['Secreted'],0
Q13066,GAGE2B,100.0,116,None,2
Q13069,GAGE5,100.0,117,None,45
Q13072,BAGE,100.0,43,['Secreted'],1
Q13296,SCGB2A2,16.1,93,['Secreted'],208
Q13536,MIR9-1HG,82.7,156,['Nucleus'],3
Q14146,URB2,2.1,1524,"['Nucleus, nucleolus']",83
Q14390,GGTLC2,6.9,218,None,1
Q14507,EDDM3A,10.2,147,['Secreted'],30
Q14549,GBX1,86.8,363,['Nucleus'],7
Q14582,MXD4,67.0,209,['Nucleus'],9
Q14586,ZNF267,43.1,743,['Nucleus'],10
Q14588,ZNF234,16.4,700,['Nucleus'],5
Q14761,PTPRCAP,95.6,206,['Membrane; Single-pass membrane protein'],15
Q147U1,ZNF846,25.7,533,['Nucleus'],2
Q14DG7,TMEM132B,34.6,1078,['Membrane; Single-pass type I membrane protein'],1
Q15032,R3HDM1,83.3,1099,None,67
Q15270,NKX1-1,88.3,448,['Nucleus'],1
Q15434,RBMS2,58.2,407,['Nucleus'],211
Q15486,GUSBP1,65.7,140,None,6
Q15527,SURF2,50.8,256,None,62
Q15615,OR4D1,3.9,310,['Cell membrane; Multi-pass membrane protein'],0
Q15619,OR1C1,3.5,314,['Cell membrane; Multi-pass membrane protein'],1
Q15622,OR7A5,7.5,319,['Cell membrane; Multi-pass membrane protein'],5
Q16048,PMCHL1,100.0,86,None,0
Q16517,NNAT,81.5,81,None,1
Q16559,TAL2,59.3,108,None,11
Q16609,LPAL2,40.9,132,['Secreted'],1
Q16626,MEA1,100.0,185,None,24
Q17R31,TATDN3,0.0,274,['Nucleus'],2
Q17R55,FAM187B,21.4,369,['Membrane; Single-pass type I membrane protein'],13
Q17RC7,EXOC3L4,18.4,722,None,0
Q17RG1,KCTD19,33.7,926,['Nucleus'],4
Q17RH7,TPRXL,100.0,139,['Nucleus'],0
Q17RR3,PNLIPRP3,3.9,467,['Secreted'],0
Q1AE95,TMEM183BP,33.5,376,['Membrane; Single-pass membrane protein'],1
Q1ED39,KNOP1,92.8,458,"['Nucleus, nucleolus']",0
Q1KMD3,HNRNPUL2,37.5,747,['Nucleus'],201
Q1W4C9,SPINK13,50.0,94,['Secreted'],0
Q1X8D7,LRRC36,70.8,754,None,13
Q1XH10,SKIDA1,89.3,908,None,0
Q1ZYL8,IZUMO4,12.5,232,['Secreted'],1
Q2KHR3,QSER1,81.5,1735,['Chromosome'],76
Q2M218,ZNF630,32.6,657,['Nucleus'],0
Q2M296,MTHFSD,14.9,383,None,8
Q2M2I3,FAM83E,52.9,478,None,4
Q2M2W7,C17orf58,27.8,339,None,0
Q2M329,CFAP184,53.0,555,"['Cell projection, cilium', 'Cytoplasm, cytoskeleton, microtubule organizing center, centrosome']",0
Q2M3V2,SOWAHA,62.7,549,None,1
Q2M3W8,ZNF181,34.7,571,['Nucleus'],7
Q2M5E4,RGS21,19.1,152,None,0
Q2QD12,RPEL1,0.0,228,None,0
Q2TAA2,IAH1,6.0,248,None,10
Q2TAA8,TSNAXIP1,23.9,658,"['Cytoplasm, perinuclear region']",19
Q2TAL5,SMTNL2,63.6,461,None,30
Q2TB10,ZNF800,62.0,664,['Nucleus'],39
Q2TBF2,WSCD2,20.9,565,['Golgi apparatus membrane; Single-pass type II membrane protein'],0
Q2TV78,MST1L,15.1,715,['Secreted'],1
Q2VY69,ZNF284,27.0,593,['Nucleus'],13
Q2WGJ8,TMEM249,20.4,235,"['Cell projection, cilium, flagellum membrane; Multi-pass membrane protein']",0
Q2WGJ9,FER1L6,17.8,1857,['Membrane; Single-pass membrane protein'],2
Q2WGN9,GAB4,79.8,574,None,1
Q309B1,TRIM16L,23.6,348,['Cytoplasm'],11
Q30KQ1,DEFB133,44.3,61,['Secreted'],0
Q30KQ4,DEFB116,74.5,102,['Secreted'],6
Q30KQ5,DEFB115,61.4,88,['Secreted'],2
Q30KQ8,DEFB112,17.7,113,['Secreted'],3
Q30KR1,DEFB109B,49.4,87,['Secreted'],0
Q32P51,HNRNPA1L2,43.4,320,"['Nucleus', 'Cytoplasm']",99
Q3B7J2,GFOD2,3.1,385,"['Secreted, extracellular space, extracellular matrix']",8
Q3B7T3,BEAN1,91.1,259,['Membrane; Single-pass membrane protein'],1
Q3B8N5,PROX2,72.8,592,['Nucleus'],0
Q3BBV2,NBPF8,73.5,869,['Cytoplasm'],4
Q3KNW1,SNAI3,53.1,292,['Nucleus'],7
Q3KP31,ZNF791,13.4,576,['Nucleus'],20
Q3KQV9,UAP1L1,0.0,507,None,7
Q3KQZ1,SLC25A35,0.0,300,['Mitochondrion inner membrane; Multi-pass membrane protein'],13
Q3LI61,KRTAP20-2,100.0,65,None,0
Q3LI73,KRTAP19-4,100.0,84,None,10
Q3LI81,KRTAP27-1,100.0,207,None,0
Q3LI83,KRTAP24-1,100.0,254,None,0
Q3MIS6,ZNF528,26.1,628,['Nucleus'],2
Q3MIX3,ADCK5,10.0,580,['Membrane; Single-pass membrane protein'],47
Q3SXZ3,ZNF718,21.8,478,['Nucleus'],11
Q3ZCQ2,ANXA2R,100.0,193,None,7
Q3ZCT8,KBTBD12,1.9,623,None,0
Q3ZCW2,LGALSL,21.5,172,None,16
Q400G9,AMZ1,30.3,498,None,41
Q494X3,ZNF404,16.8,552,['Nucleus'],1
Q495B1,ANKDD1A,4.6,522,None,6
Q496H8,NRN1L,57.0,165,"['Cell membrane; Lipid-anchor, GPI- anchor']",2
Q499Z3,SLFNL1,35.1,407,None,1
Q499Z4,ZNF672,18.8,452,['Nucleus'],6
Q49A92,C8orf34,94.2,538,None,12
Q49AA0,ZFP69,34.2,526,['Nucleus'],0
Q49AG3,ZBED5,7.1,693,None,4
Q49AR2,C5orf22,17.0,442,None,20
Q4G0I0,UQCC4,100.0,132,['Mitochondrion inner membrane; Single-pass membrane protein'],0
Q4G0S7,CCDC152,40.6,254,None,4
Q4G0Z9,MCMDC2,1.3,681,None,1
Q4KMZ1,IQCC,88.4,466,None,9
Q4KMZ8,NKAIN1,16.4,207,['Cell membrane; Multi-pass membrane protein'],62
Q4VC39,HIGD2B,68.9,106,['Membrane; Multi-pass membrane protein'],3
Q4VXA5,KHDC1,41.8,237,['Membrane; Multi-pass membrane protein'],14
Q4VXU2,PABPC1L,26.9,614,None,25
Q4W5P6,SMIM43,93.7,63,['Cell membrane; Single-pass membrane protein'],0
Q4ZIN3,TMEM259,39.4,620,['Endoplasmic reticulum membrane; Multi-pass membrane protein'],78
Q502W7,CCDC38,56.0,563,"['Cytoplasm, cytoskeleton, microtubule organizing center, centrosome', 'Cytoplasm, perinuclear region', 'Cell projection, cilium, flagellum', 'Cytoplasm, cytoskeleton']",3
Q504U0,C4orf46,87.6,113,['Cytoplasm'],14
Q50LG9,LRRC24,37.2,513,['Membrane; Single-pass membrane protein'],13
Q52LA3,LIN52,67.2,116,None,41
Q52LD8,RFTN2,37.7,501,['Cell membrane; Lipid-anchor'],9
Q52M58,LINC02914,100.0,125,"['Cytoplasm', 'Nucleus', 'Cell projection, cilium, flagellum']",0
Q52M93,ZNF585B,12.7,769,['Nucleus'],6
Q53EQ6,TIGD5,30.8,642,['Nucleus'],64
Q53FE4,C4orf17,77.2,359,None,15
Q53RY4,KRTCAP3,27.9,240,['Membrane; Multi-pass membrane protein'],33
Q53S08,RAB6D,33.9,254,None,0
Q53S99,C2orf83,100.0,150,None,1
Q53SF7,COBLL1,84.4,1128,None,37
Q56VL3,OCIAD2,63.6,154,['Endosome'],56
Q587I9,SFT2D3,46.5,215,['Membrane; Multi-pass membrane protein'],11
Q58FF3,HSP90B2P,12.5,399,None,11
Q58FF6,HSP90AB4P,12.5,505,['Cytoplasm'],84
Q58FG0,HSP90AA5P,36.5,334,['Cytoplasm'],87
Q5BJE1,CCDC178,55.9,867,None,0
Q5BKX6,SLC45A4,42.2,768,['Membrane; Multi-pass membrane protein'],11
Q5BLP8,NICOL1,92.6,95,['Secreted'],0
Q5CZA5,ZNF805,35.4,627,['Nucleus'],5
Q5EBM4,ZNF542P,22.4,170,['Nucleus'],0
Q5FYA8,ARSH,0.2,562,['Membrane; Multi-pass membrane protein'],3
Q5GH70,XKR9,3.8,373,['Cell membrane; Multi-pass membrane protein'],0
Q5GH73,XKR6,33.2,641,['Cell membrane; Multi-pass membrane protein'],6
Q5GH77,XKR3,17.6,459,['Cell membrane; Multi-pass membrane protein'],3
Q5H8A3,NMS,100.0,153,['Secreted'],25
Q5H913,ARL13A,38.6,290,None,2
Q5H9K5,ZMAT1,80.9,638,['Nucleus'],25
Q5H9M0,PWWP3B,48.7,696,None,0
Q5H9R4,ARMCX4,72.5,2290,['Membrane; Single-pass membrane protein'],10
Q5HY98,ZNF766,30.3,468,['Nucleus'],7
Q5HYK9,ZNF667,23.4,610,['Nucleus'],6
Q5HYR2,DMRTC1,94.8,192,None,2
Q5I0G3,MDH1B,9.8,518,None,0
Q5I0X7,TTC32,0.0,151,None,12
Q5JNZ3,ZNF311,36.2,666,['Nucleus'],6
Q5JPF3,ANKRD36C,67.6,1778,None,0
Q5JPI3,C3orf38,18.5,329,None,14
Q5JQF8,PABPC1L2A,12.5,200,None,8
Q5JQS5,OR2B11,3.8,317,['Cell membrane; Multi-pass membrane protein'],0
Q5JQS6,GCSAML,100.0,135,None,0
Q5JRC9,FAM47A,83.2,791,None,2
Q5JRS4,OR10J3,14.9,329,['Cell membrane; Multi-pass membrane protein'],0
Q5JRV8,TMEM255A,42.4,349,['Membrane; Multi-pass membrane protein'],15
Q5JS37,NHLRC3,14.7,347,['Secreted'],28
Q5JS54,PSMG4,10.6,123,None,45
Q5JSS6,MEIG1,11.4,88,None,4
Q5JTD7,LRRC73,18.7,316,None,8
Q5JUK9,PAGE3,100.0,113,None,5
Q5JV73,FRMPD3,67.1,1777,None,0
Q5JVG2,ZNF484,46.8,852,['Nucleus'],13
Q5JVG8,ZNF506,22.3,444,['Nucleus'],2
Q5JWR5,DOP1A,26.8,2465,['Golgi apparatus membrane; Peripheral membrane protein'],0
Q5JX69,FAM209B,68.4,171,['Nucleus inner membrane; Single-pass type I membrane protein'],0
Q5JXM2,METTL24,30.9,366,['Secreted'],0
Q5M9N0,CCDC158,47.4,1113,None,19
Q5MCW4,ZNF569,19.2,686,['Nucleus'],6
Q5PT55,SLC10A5,7.5,438,['Membrane; Multi-pass membrane protein'],0
Q5R387,PLA2G2C,15.4,149,['Secreted'],0
Q5SNV9,C1orf167,91.6,1449,None,3
Q5SRH9,TTC39A,8.5,613,None,8
Q5SSQ6,SAPCD1,81.1,148,None,12
Q5SV17,TMEM240,64.2,173,"['Synapse', 'Cell membrane; Multi-pass membrane protein']",0
Q5SV97,PERM1,94.6,790,"['Cytoplasm', 'Nucleus']",0
Q5SVQ8,ZBTB41,43.9,909,['Nucleus'],10
Q5SWX8,ODR4,19.2,454,['Membrane; Multi-pass membrane protein'],64
Q5SXM1,ZNF678,21.7,525,['Nucleus'],2
Q5SY68,S100A7L2,5.9,101,None,9
Q5SYE7,NHSL1,98.1,1610,None,30
Q5SZD1,C6orf141,71.3,244,None,89
Q5SZD4,GLYATL3,0.0,288,None,1
Q5SZI1,LDLRAD2,31.2,272,['Membrane; Single-pass type I membrane protein'],0
Q5T0B9,ZNF362,59.5,420,['Nucleus'],28
Q5T1A1,DCST2,20.2,773,"['Cytoplasmic vesicle, secretory vesicle, acrosome membrane; Multi-pass membrane protein']",3
Q5T1J5,CHCHD2P9,73.5,151,['Mitochondrion'],25
Q5T1N1,AKNAD1,82.3,836,None,3
Q5T1S8,NCMAP,93.1,102,['Cell membrane; Single-pass type I membrane protein'],0
Q5T292,TMEM273,78.1,105,['Membrane; Single-pass type I membrane protein'],0
Q5T2L2,AKR1C8,10.9,129,['Cytoplasm'],1
Q5T3I0,GPATCH4,96.9,446,None,194
Q5T5D7,ZNF684,20.6,378,['Nucleus'],11
Q5T5J6,SWT1,49.6,900,None,0
Q5T5M9,CCNJ,34.7,372,None,7
Q5T5S1,CCDC183,41.8,534,None,39
Q5T681,C10orf62,70.0,223,None,13
Q5T6J7,IDNK,1.1,187,None,0
Q5T7M9,DIPK1A,13.1,428,['Endoplasmic reticulum membrane; Single-pass type II membrane protein'],0
Q5T9S5,CCDC18,44.2,1454,"['Cytoplasm, cytoskeleton, microtubule organizing center, centrosome, centriolar satellite']",48
Q5TAG4,NBPF12,78.6,1457,['Cytoplasm'],1
Q5TC63,GRTP1,3.3,336,None,10
Q5TEA3,DNAAF9,3.0,1177,None,0
Q5TEC3,ZNF697,41.8,545,['Nucleus'],13
Q5TF21,MTCL3,68.6,947,['Membrane; Single-pass membrane protein'],0
Q5TF39,MFSD4B,23.7,518,['Apical cell membrane; Multi-pass membrane protein'],0
Q5TFE4,NT5DC1,4.2,455,None,16
Q5TFG8,ZC2HC1B,64.4,222,None,5
Q5TG30,ARHGAP40,22.7,675,None,0
Q5TGI0,FAXC,33.3,409,['Membrane; Single-pass membrane protein'],112
Q5TGI4,SAMD5,61.3,173,['Cytoplasm'],1
Q5TGS1,HES3,73.7,186,['Nucleus'],3
Q5TGY1,TMCO4,30.3,634,['Membrane; Multi-pass membrane protein'],5
Q5THK1,PRR14L,98.8,2151,None,44
Q5TI25,NBPF14,93.8,921,['Cytoplasm'],3
Q5TIE3,VWA5B1,36.7,1220,['Secreted'],1
Q5TYX0,PRAMEF5,6.1,476,None,6
Q5TZ20,OR2G6,6.3,316,['Cell membrane; Multi-pass membrane protein'],15
Q5TZJ5,SPATA31A1,98.8,1347,['Membrane; Single-pass membrane protein'],0
Q5U3C3,TMEM164,14.1,297,['Membrane; Multi-pass membrane protein'],33
Q5UAW9,GPR157,17.0,335,"['Cell projection, cilium membrane; Multi-pass membrane protein']",1
Q5VIY5,ZNF468,34.5,522,['Nucleus'],6
Q5VSG8,MANEAL,21.0,457,['Golgi apparatus membrane; Single- pass type II membrane protein'],34
Q5VT79,ANXA8L1,0.9,327,None,6
Q5VTJ3,KLHDC7A,45.2,777,['Membrane; Single-pass membrane protein'],0
Q5VTL8,PRPF38B,66.1,546,['Nucleus'],79
Q5VTM2,AGAP9,43.4,703,None,1
Q5VTU8,ATP5F1EP2,52.9,51,['Mitochondrion inner membrane'],17
Q5VU65,NUP210L,6.4,1888,['Membrane; Single-pass membrane protein'],3
Q5VU69,CFAP141,60.4,101,"['Cytoplasm, cytoskeleton, cilium axoneme']",0
Q5VUD6,DIPK1B,11.8,431,['Endoplasmic reticulum membrane; Single-pass type II membrane protein'],0
Q5VUJ5,AGAP7P,48.7,663,None,3
Q5VUJ6,LRCH2,49.8,765,None,52
Q5VUY0,AADACL3,2.9,407,None,0
Q5VVH2,FKBP1C,0.0,108,None,0
Q5VVM6,CCDC30,56.6,783,None,4
Q5VVW2,GARNL3,20.1,1013,None,3
Q5VW22,AGAP6,47.8,663,None,1
Q5VWK0,NBPF6,86.8,638,['Cytoplasm'],4
Q5VWQ0,RSBN1,54.1,802,['Nucleus'],135
Q5VX52,SPATA1,44.7,459,"['Cytoplasmic vesicle, secretory vesicle, acrosome']",22
Q5VXM1,CDCP2,23.2,449,['Secreted'],3
Q5VXU3,CHIC1,36.2,224,"['Cell membrane', 'Cytoplasmic vesicle']",12
Q5VYM1,SPATA31G1,94.2,1079,None,0
Q5VYV0,FOXB2,77.5,432,['Nucleus'],0
Q5VYV7,SLX4IP,68.6,408,None,0
Q5VZ03,NXNL2,0.0,156,None,5
Q5VZ46,KIAA1614,98.3,1190,None,3
Q5VZ66,JAKMIP3,38.4,844,['Golgi apparatus'],3
Q5VZ72,IZUMO3,27.2,239,['Cell membrane; Single-pass type I membrane protein'],0
Q5VZI3,TMEM268,18.7,342,['Membrane; Multi-pass membrane protein'],0
Q5W0A0,ERICH6B,60.2,696,None,2
Q5W0B7,TMEM236,24.2,351,['Membrane; Multi-pass membrane protein'],6
Q5W0V3,FHIP2A,17.6,765,None,0
Q5W186,CST9,52.8,159,['Secreted'],5
Q5W5W9,RESP18,95.6,228,"['Endoplasmic reticulum', 'Golgi apparatus', 'Cytoplasmic vesicle, secretory vesicle lumen']",0
Q5XG99,LYSMD4,80.7,296,['Membrane; Single-pass membrane protein'],1
Q5XKK7,FAM219B,100.0,198,None,9
Q5XKR9,VCF2,100.0,115,None,0
Q5XUX1,FBXW9,14.4,458,None,17
Q5YKI7,GGNBP1,20.2,109,"['Cytoplasm', 'Membrane; Peripheral membrane protein', 'Golgi apparatus']",2
Q63HM2,PCNX4,12.0,1172,['Membrane; Multi-pass membrane protein'],0
Q63HM9,PLCXD3,3.1,321,['Cytoplasm'],3
Q63ZE4,SLC22A10,0.6,541,['Membrane; Multi-pass membrane protein'],0
Q64ET8,FRG2,91.7,278,['Nucleus'],1
Q658K8,EEF1DP3,87.2,133,None,1
Q658L1,SAXO2,99.0,398,None,2
Q658N2,WSCD1,22.4,575,['Golgi apparatus membrane; Single-pass type II membrane protein'],0
Q68CQ7,GLT8D1,19.7,371,['Membrane; Single-pass type II membrane protein'],42
Q68CR1,SEL1L3,15.6,1132,['Membrane; Single-pass membrane protein'],48
Q68DI1,ZNF776,43.4,518,['Nucleus'],11
Q68DY9,ZNF772,33.3,489,['Nucleus'],7
Q69YN2,CWF19L1,10.8,538,None,50
Q69YU3,ANKRD34A,69.8,496,None,46
Q6AHZ1,ZNF518A,81.0,1483,['Nucleus'],38
Q6AI08,HEATR6,17.9,1181,None,63
Q6AI12,ANKRD40,51.6,368,None,63
Q6AW86,ZNF324B,44.1,544,['Nucleus'],87
Q6B0B8,TIGD3,14.9,471,['Nucleus'],10
Q6BEB4,SP5,79.6,398,['Nucleus'],1
Q6DD87,ZNF787,51.0,382,['Nucleus'],26
Q6DHV5,CC2D2B,26.8,1437,None,2
Q6DHY5,TBC1D3G,35.9,549,['Cell membrane; Lipid-anchor'],8
Q6DKI1,RPL7L1,25.1,255,None,164
Q6EBC2,IL31,20.1,164,['Secreted'],14
Q6EKJ0,GTF2IRD2B,23.1,949,['Nucleus'],14
Q6GPI1,CTRB2,8.0,263,"['Secreted, extracellular space']",1
Q6ICC9,RTL6,47.7,239,None,0
Q6ICG6,KIAA0930,31.2,404,None,23
Q6ICH7,ASPHD2,25.7,369,['Membrane; Single-pass type II membrane protein'],31
Q6IEE8,SLFN12L,11.2,588,['Membrane; Single-pass membrane protein'],2
Q6IEU7,OR5M10,6.3,315,['Cell membrane; Multi-pass membrane protein'],1
Q6IEV9,OR4C11,1.9,310,['Cell membrane; Multi-pass membrane protein'],0
Q6IEY1,OR4F3Name=OR4F16,5.1,312,['Cell membrane; Multi-pass membrane protein'],1
Q6IEZ7,OR2T5,4.1,315,['Cell membrane; Multi-pass membrane protein'],1
Q6IF00,OR2T2,5.9,324,['Cell membrane; Multi-pass membrane protein'],1
Q6IF36,OR8G2P,6.2,304,['Cell membrane; Multi-pass membrane protein'],0
Q6IF42,OR2A2,3.5,318,['Cell membrane; Multi-pass membrane protein'],1
Q6IF63,OR52W1,6.2,320,['Cell membrane; Multi-pass membrane protein'],1
Q6IF82,OR4A47,0.3,309,['Cell membrane; Multi-pass membrane protein'],0
Q6IF99,OR10K2,3.2,312,['Cell membrane; Multi-pass membrane protein'],0
Q6IFG1,OR52E8,3.8,313,['Membrane; Multi-pass membrane protein'],0
Q6IFN5,OR7E24,10.3,339,['Cell membrane; Multi-pass membrane protein'],1
Q6IN97,FRMPD2B,59.1,320,None,11
Q6IPT2,GARIN5A,41.3,247,['Golgi apparatus'],0
Q6IPX1,TBC1D3C,39.7,549,['Cell membrane; Lipid-anchor'],0
Q6IPX3,TCEAL6,100.0,200,['Nucleus'],0
Q6IQ21,ZNF770,62.1,691,['Nucleus'],85
Q6IS14,EIF5AL1,9.7,154,"['Cytoplasm', 'Nucleus', 'Endoplasmic reticulum membrane; Peripheral membrane protein; Cytoplasmic side']",14
Q6JVE6,LCN10,19.8,187,['Secreted'],0
Q6JVE9,LCN8,13.7,175,['Secreted'],7
Q6L8G5,KRTAP5-10,61.9,202,None,0
Q6L9T8,FAM72D,18.8,149,None,5
Q6MZZ7,CAPN13,2.2,669,None,13
Q6NSI8,SANBR,40.9,718,None,0
Q6NSJ2,PHLDB3,43.6,640,None,75
Q6NSW5,DENND10P1,1.1,357,['Late endosome'],0
Q6NT04,TIGD7,12.4,549,['Nucleus'],7
Q6NT52,CGB2,41.7,163,['Secreted'],15
Q6NT89,TRNP1,84.1,227,['Nucleus'],2
Q6NUN7,JHY,97.0,778,None,0
Q6NV75,GPR153,49.6,609,['Cell membrane; Multi-pass membrane protein'],1
Q6NVV3,NIPAL1,22.0,410,['Golgi apparatus membrane; Multi-pass membrane protein'],103
Q6NVV9,ADAM5,27.2,412,None,3
Q6NW29,RWDD4,38.8,188,None,15
Q6NX49,ZNF544,39.4,715,['Nucleus'],14
Q6NXP2,GARIN1A,49.2,309,['Golgi apparatus'],0
Q6NXT1,ANKRD54,35.0,300,"['Nucleus', 'Cytoplasm', 'Midbody']",17
Q6NZ63,STEAP1B,23.7,245,['Membrane; Multi-pass membrane protein'],3
Q6P093,AADACL2,2.5,401,['Secreted'],0
Q6P161,MRPL54,87.7,138,['Mitochondrion'],40
Q6P1N9,TATDN1,0.0,297,['Nucleus'],50
Q6P280,ZNF529,35.5,563,['Nucleus'],2
Q6P387,C16orf46,100.0,395,None,2
Q6P3V2,ZNF585A,12.9,769,['Nucleus'],2
Q6P474,PDXDC2P,17.7,469,None,12
Q6P5X7,TMEM71,68.8,295,['Membrane; Multi-pass membrane protein'],5
Q6P6B1,ERICH5,100.0,374,None,0
Q6P6B7,ANKRD16,4.2,361,"['Cytoplasm', 'Nucleus']",3
Q6P995,FAM171B,65.9,826,"['Cytoplasmic granule', 'Membrane; Single-pass type I membrane protein']",43
Q6P9A1,ZNF530,30.4,599,['Nucleus'],2
Q6P9A3,ZNF549,36.4,640,['Nucleus'],2
Q6P9G0,CYB5D1,0.0,228,"['Cytoplasm, cytoskeleton, cilium axoneme']",2
Q6PCB5,RSBN1L,59.8,846,['Nucleus'],88
Q6PDA7,SPAG11A,100.0,123,['Secreted'],11
Q6PEW0,PRSS54,33.4,395,['Secreted'],0
Q6PEZ8,PODNL1,16.4,512,"['Secreted, extracellular space, extracellular matrix']",1
Q6PF15,KLHL35,4.3,583,None,10
Q6PG37,ZNF790,35.5,636,['Nucleus'],4
Q6PH81,C16orf87,86.4,154,None,38
Q6PI47,KCTD18,44.6,426,None,12
Q6PI97,HOATZ,87.6,169,"['Cytoplasm', 'Cell projection, cilium']",0
Q6PID6,TTC33,48.1,262,None,34
Q6PII5,HAGHL,19.3,290,None,2
Q6PIV7,SLC25A34,0.0,304,['Mitochondrion inner membrane; Multi-pass membrane protein'],1
Q6PJ61,FBXO46,83.1,603,None,27
Q6PJE2,POMZP3,51.3,187,None,6
Q6PK04,CCDC137,92.4,289,['Chromosome'],175
Q6PK81,ZNF773,29.6,442,['Nucleus'],12
Q6PP77,XKRX,12.5,449,['Cell membrane; Multi-pass membrane protein'],6
Q6Q6R5,CRIP3,44.7,217,['Cytoplasm'],2
Q6S545,POTEH,53.9,545,None,2
